Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,ResultNum
2005-10-30,West Brom,0,0,8,4,9,9,0,0,Newcastle,3,0,11,8,4,14,1,0,H Webb,A,D,0
2005-10-31,Man City,3,2,13,5,2,17,1,0,Aston Villa,1,0,11,5,6,10,1,0,D Gallagher,H,H,2
2005-11-05,West Ham,1,0,10,6,8,15,2,0,West Brom,0,0,10,6,5,12,0,0,P Walton,H,D,2
2005-11-05,Portsmouth,0,0,7,4,5,11,1,0,Wigan,2,0,7,5,8,13,2,0,M Clattenburg,A,D,0
2005-11-05,Newcastle,1,0,10,5,3,20,3,0,Birmingham,0,0,9,3,2,18,2,0,M Dean,H,D,2
2005-11-05,Arsenal,3,2,12,9,4,11,0,0,Sunderland,1,0,1,1,6,13,1,0,A Wiley,H,H,2
2005-11-05,Blackburn,4,2,9,3,7,9,0,0,Charlton,1,1,10,9,9,15,2,0,P Dowd,H,H,2
2005-11-05,Aston Villa,0,0,6,2,3,16,2,0,Liverpool,2,0,10,6,5,11,2,0,S Bennett,A,D,0
2005-11-05,Fulham,2,2,9,5,4,10,1,0,Man City,1,1,4,2,2,16,3,0,R Styles,H,H,2
2005-11-06,Everton,1,1,12,8,9,21,2,0,Middlesbrough,0,0,17,9,3,16,1,0,M Riley,H,H,2
2005-11-06,Man United,1,1,10,5,5,19,3,0,Chelsea,0,0,21,11,9,14,4,0,G Poll,H,H,2
2005-11-07,Bolton,1,1,9,8,6,13,0,0,Tottenham,0,0,9,7,5,9,1,0,H Webb,H,H,2
2005-11-19,West Brom,4,1,11,8,4,11,0,0,Everton,0,0,11,6,8,9,0,0,D Gallagher,H,H,2
2005-11-19,Wigan,2,2,11,5,2,16,3,0,Arsenal,3,3,13,8,2,17,3,0,G Poll,A,A,0
2005-11-19,Sunderland,1,0,8,6,6,10,2,0,Aston Villa,3,0,16,11,5,13,1,0,C Foy,A,D,0
2005-11-19,Charlton,1,0,18,11,4,13,0,0,Man United,3,1,13,7,3,11,2,0,M Riley,A,A,0
2005-11-19,Liverpool,3,2,15,11,7,7,1,0,Portsmouth,0,0,7,5,6,8,1,0,P Walton,H,H,2
2005-11-19,Chelsea,3,0,12,4,3,12,2,0,Newcastle,0,0,3,2,5,13,1,0,M Halsey,H,D,2
2005-11-19,Man City,0,0,12,4,4,7,2,0,Blackburn,0,0,5,4,4,15,4,0,M Atkinson,D,D,1
2005-11-20,Middlesbrough,3,0,20,11,9,9,0,0,Fulham,2,1,9,6,4,16,1,0,U Rennie,H,A,2
2005-11-20,Tottenham,1,1,15,8,9,16,3,0,West Ham,1,0,8,4,7,13,1,0,A Wiley,D,H,1
2005-11-26,Wigan,1,0,11,3,6,14,0,0,Tottenham,2,1,7,5,5,17,2,0,M Riley,A,A,0
2005-11-26,Portsmouth,0,0,6,2,2,22,5,0,Chelsea,2,1,12,6,1,7,1,0,P Dowd,A,A,0
2005-11-26,Sunderland,0,0,4,3,6,7,0,0,Birmingham,1,0,10,7,2,10,0,0,U Rennie,A,D,0
2005-11-26,Aston Villa,1,0,16,10,10,9,2,0,Charlton,0,0,5,3,3,12,2,0,M Clattenburg,H,D,2
2005-11-26,Arsenal,3,2,13,10,9,9,1,0,Blackburn,0,0,15,9,10,15,2,0,C Foy,H,H,2
2005-11-26,Man City,0,0,3,1,6,13,0,0,Liverpool,1,0,8,6,4,13,2,0,A Wiley,A,D,0
2005-11-27,Everton,1,0,14,9,12,19,1,0,Newcastle,0,0,16,10,8,19,5,0,H Webb,H,D,2
2005-11-27,Fulham,2,2,10,7,3,17,2,0,Bolton,1,0,5,3,6,18,7,0,G Poll,H,H,2
2005-11-27,Middlesbrough,2,1,13,8,6,15,1,0,West Brom,2,1,9,6,5,13,1,0,P Walton,D,D,1
2005-11-27,West Ham,1,1,10,3,4,15,2,0,Man United,2,0,16,10,5,7,3,0,S Bennett,A,H,0
2005-11-30,Sunderland,0,0,8,4,3,15,0,0,Liverpool,2,2,15,11,3,10,2,1,P Dowd,A,A,0
2005-12-03,Tottenham,3,1,14,8,12,8,0,0,Sunderland,2,1,5,2,0,19,2,0,P Walton,H,D,2
2005-12-03,West Brom,0,0,5,4,1,8,1,0,Fulham,0,0,8,1,3,15,3,1,S Bennett,D,D,1
2005-12-03,Man United,3,1,19,12,11,9,0,0,Portsmouth,0,0,8,4,4,16,1,0,C Foy,H,H,2
2005-12-03,Newcastle,1,1,8,2,6,17,1,0,Aston Villa,1,0,9,6,4,15,2,0,A Wiley,D,H,1
2005-12-03,Chelsea,1,0,17,9,6,15,0,0,Middlesbrough,0,0,10,5,4,14,0,0,M Riley,H,D,2
2005-12-03,Liverpool,3,2,16,12,11,16,1,0,Wigan,0,0,10,6,6,15,2,0,U Rennie,H,H,2
2005-12-03,Bolton,2,2,10,9,9,16,1,0,Arsenal,0,0,8,3,3,15,2,0,H Webb,H,H,2
2005-12-03,Blackburn,0,0,15,7,7,8,1,1,Everton,2,2,8,5,5,18,1,0,M Halsey,A,A,0
2005-12-04,Charlton,2,1,10,4,8,20,2,0,Man City,5,2,17,9,4,14,3,0,P Dowd,A,A,0
2005-12-05,Birmingham,1,1,14,6,11,12,1,0,West Ham,2,2,10,4,8,5,1,0,M Atkinson,A,A,0
2005-12-10,West Brom,2,1,11,4,4,17,1,0,Man City,0,0,8,2,6,13,4,1,M Dean,H,H,2
2005-12-10,Newcastle,1,0,8,4,5,23,2,0,Arsenal,0,0,6,3,4,13,1,1,D Gallagher,H,D,2
2005-12-10,Liverpool,2,0,23,13,11,10,1,0,Middlesbrough,0,0,6,3,2,18,2,1,S Bennett,H,D,2
2005-12-10,Chelsea,1,0,11,8,5,16,1,0,Wigan,0,0,4,1,1,10,1,0,H Webb,H,D,2
2005-12-10,Bolton,1,0,13,7,6,16,2,0,Aston Villa,1,0,6,3,3,22,4,0,P Dowd,D,D,1
2005-12-10,Blackburn,3,0,14,5,4,13,3,0,West Ham,2,1,6,3,1,14,6,0,M Riley,H,A,2
2005-12-10,Birmingham,1,0,11,7,2,12,0,0,Fulham,0,0,7,3,2,10,0,0,U Rennie,H,D,2
2005-12-10,Charlton,2,1,14,8,3,11,0,0,Sunderland,0,0,14,6,6,16,2,0,A Wiley,H,H,2
2005-12-11,Man United,1,1,21,12,9,12,1,0,Everton,1,1,7,5,0,11,2,0,R Styles,D,D,1
2005-12-12,Tottenham,3,0,16,9,6,6,0,0,Portsmouth,1,1,8,5,3,19,0,0,U Rennie,H,A,2
2005-12-14,Everton,1,1,12,3,4,10,2,0,West Ham,2,1,7,2,9,11,1,0,P Walton,A,D,0
2005-12-14,Man United,4,2,12,9,7,12,1,0,Wigan,0,0,15,7,7,6,1,0,A Wiley,H,H,2
2005-12-17,Portsmouth,1,0,5,4,6,15,1,0,West Brom,0,0,4,2,8,7,1,0,M Halsey,H,D,2
2005-12-17,Wigan,3,1,18,12,12,8,0,0,Charlton,0,0,5,2,3,8,1,0,M Atkinson,H,H,2
2005-12-17,Man City,4,3,17,9,7,19,2,0,Birmingham,1,0,6,2,5,12,2,1,S Bennett,H,H,2
2005-12-17,West Ham,2,1,11,7,3,9,3,0,Newcastle,4,2,10,7,2,16,3,0,P Dowd,A,A,0
2005-12-17,Everton,0,0,13,10,10,13,2,0,Bolton,4,1,7,5,0,15,2,0,A Wiley,A,A,0
2005-12-17,Aston Villa,0,0,11,7,2,19,1,0,Man United,2,1,17,10,6,16,0,0,M Dean,A,A,0
2005-12-17,Fulham,2,1,8,5,8,12,4,0,Blackburn,1,0,10,4,12,13,4,0,M Clattenburg,H,H,2
2005-12-18,Arsenal,0,0,7,5,5,13,3,0,Chelsea,2,1,11,8,5,18,4,0,R Styles,A,A,0
2005-12-18,Middlesbrough,3,2,11,8,14,17,2,0,Tottenham,3,1,8,5,4,13,3,0,H Webb,D,H,1
2005-12-26,Wigan,4,3,10,5,2,8,0,0,Man City,3,1,21,14,9,9,0,0,D Gallagher,H,H,2
2005-12-26,Tottenham,2,0,9,4,9,19,4,0,Birmingham,0,0,7,4,8,17,1,1,P Dowd,H,D,2
2005-12-26,Portsmouth,1,1,11,9,6,14,3,1,West Ham,1,0,14,4,5,10,1,0,A Wiley,D,H,1
2005-12-26,Middlesbrough,0,0,8,5,2,14,4,0,Blackburn,2,1,7,4,3,16,2,0,U Rennie,A,A,0
2005-12-26,Sunderland,0,0,11,7,1,16,1,0,Bolton,0,0,8,1,4,12,3,0,M Atkinson,D,D,1
2005-12-26,Liverpool,2,2,21,11,7,9,1,0,Newcastle,0,0,2,2,4,13,0,1,M Halsey,H,H,2
2005-12-26,Chelsea,3,2,15,11,10,16,1,0,Fulham,2,1,9,4,4,16,3,0,G Poll,H,H,2
2005-12-26,Charlton,0,0,8,0,4,16,3,1,Arsenal,1,0,18,11,10,10,2,0,S Bennett,A,D,0
2005-12-26,Aston Villa,4,1,12,7,4,12,0,0,Everton,0,0,10,5,9,11,0,0,M Riley,H,H,2
2005-12-26,Man United,3,2,17,9,8,13,1,0,West Brom,0,0,5,3,2,6,0,0,M Clattenburg,H,H,2
2005-12-28,Arsenal,4,4,6,4,3,12,0,0,Portsmouth,0,0,6,4,1,13,1,0,M Clattenburg,H,H,2
2005-12-28,Birmingham,2,1,11,5,4,13,0,0,Man United,2,1,11,5,4,13,0,0,H Webb,D,D,1
2005-12-28,Everton,1,1,10,6,5,23,4,2,Liverpool,3,2,12,5,2,20,2,0,G Poll,A,A,0
2005-12-28,Fulham,3,2,6,3,6,13,0,0,Aston Villa,3,1,9,4,10,12,4,0,A D'Urso,D,H,1
2005-12-28,Man City,0,0,5,2,1,20,1,0,Chelsea,1,0,11,4,4,12,1,0,U Rennie,A,D,0
2005-12-28,West Brom,2,1,6,5,4,16,0,0,Tottenham,0,0,7,7,3,12,0,0,M Riley,H,H,2
2005-12-28,West Ham,0,0,4,1,5,14,1,0,Wigan,2,2,8,4,3,15,1,0,S Bennett,A,A,0
2005-12-31,Sunderland,0,0,13,6,8,6,1,0,Everton,1,0,9,5,5,7,1,0,R Styles,A,D,0
2005-12-31,Wigan,0,0,9,4,2,9,1,0,Blackburn,3,1,13,7,7,13,1,0,M Clattenburg,A,A,0
2005-12-31,Tottenham,2,1,13,3,5,13,0,0,Newcastle,0,0,9,4,3,11,1,0,H Webb,H,H,2
2005-12-31,Portsmouth,1,1,17,7,8,14,1,0,Fulham,0,0,9,4,8,7,2,0,M Riley,H,H,2
2005-12-31,Middlesbrough,0,0,12,4,4,6,0,0,Man City,0,0,8,3,7,12,1,0,M Atkinson,D,D,1
2005-12-31,Man United,4,2,18,9,7,9,2,0,Bolton,1,1,4,2,1,22,5,0,S Bennett,H,H,2
2005-12-31,Liverpool,1,0,27,13,10,8,0,0,West Brom,0,0,4,0,1,12,0,0,A Wiley,H,D,2
2005-12-31,Chelsea,2,2,12,8,5,11,1,0,Birmingham,0,0,9,3,4,8,0,0,M Dean,H,H,2
2005-12-31,Charlton,2,1,14,7,6,15,1,0,West Ham,0,0,8,3,13,8,0,0,G Poll,H,H,2
2005-12-31,Aston Villa,0,0,11,5,10,19,1,0,Arsenal,0,0,10,3,1,11,1,0,U Rennie,D,D,1
2006-01-02,West Ham,1,0,6,3,2,10,1,0,Chelsea,3,1,17,10,5,11,3,0,H Webb,A,A,0
2006-01-02,Newcastle,2,1,10,5,5,14,0,0,Middlesbrough,2,0,8,3,2,13,2,0,S Bennett,D,H,1
2006-01-02,Fulham,2,1,12,9,6,9,2,0,Sunderland,1,1,10,7,6,14,2,1,D Gallagher,H,D,2
2006-01-02,West Brom,1,0,9,5,7,9,2,0,Aston Villa,2,0,13,7,6,13,3,0,R Styles,A,D,0
2006-01-02,Bolton,2,1,12,7,3,16,2,0,Liverpool,2,0,15,7,5,14,3,0,M Clattenburg,D,H,1
2006-01-02,Blackburn,2,2,12,7,4,11,1,0,Portsmouth,1,1,8,4,6,12,4,0,M Dean,H,H,2
2006-01-02,Birmingham,2,2,8,4,8,9,1,0,Wigan,0,0,6,2,3,16,2,0,P Walton,H,H,2
2006-01-02,Everton,3,2,13,6,5,13,0,0,Charlton,1,1,11,4,2,14,2,0,U Rennie,H,H,2
2006-01-03,Arsenal,0,0,8,5,6,17,2,0,Man United,0,0,16,6,9,13,3,0,G Poll,D,D,1
2006-01-04,Man City,0,0,13,3,12,8,2,0,Tottenham,2,1,8,2,8,11,2,0,A Wiley,A,A,0
2006-01-14,Man City,3,2,12,7,3,19,2,0,Man United,1,0,13,4,3,18,1,1,S Bennett,H,H,2
2006-01-14,Arsenal,7,4,24,17,4,12,1,0,Middlesbrough,0,0,5,2,6,14,2,1,R Styles,H,H,2
2006-01-14,Aston Villa,1,1,14,8,4,15,1,0,West Ham,2,0,10,7,10,21,3,0,P Dowd,A,H,0
2006-01-14,Blackburn,0,0,18,3,11,21,2,0,Bolton,0,0,3,1,1,16,5,1,M Riley,D,D,1
2006-01-14,Charlton,2,1,11,4,2,16,0,0,Birmingham,0,0,14,5,7,12,0,0,G Poll,H,H,2
2006-01-14,Fulham,1,0,12,5,5,9,0,0,Newcastle,0,0,6,4,10,13,2,0,A Wiley,H,D,2
2006-01-14,Liverpool,1,0,16,12,10,8,0,0,Tottenham,0,0,6,2,7,12,1,1,D Gallagher,H,D,2
2006-01-14,Portsmouth,0,0,14,8,4,21,2,0,Everton,1,1,9,3,8,13,2,0,A Marriner,A,A,0
2006-01-15,Wigan,0,0,27,12,6,14,0,0,West Brom,1,0,7,6,5,16,3,1,M Atkinson,A,D,0
2006-01-15,Sunderland,1,1,10,7,4,13,1,0,Chelsea,2,1,21,13,3,8,2,1,C Foy,A,D,0
2006-01-21,Birmingham,5,2,9,6,7,11,1,0,Portsmouth,0,0,10,4,2,23,1,0,C Foy,H,H,2
2006-01-21,Bolton,2,2,11,6,4,8,2,0,Man City,0,0,9,2,5,17,2,0,R Styles,H,H,2
2006-01-21,Everton,1,1,9,3,5,19,4,0,Arsenal,0,0,14,5,6,17,2,1,A Wiley,H,H,2
2006-01-21,Middlesbrough,2,0,7,4,8,9,0,0,Wigan,3,2,16,10,8,11,2,0,A Marriner,A,A,0
2006-01-21,Newcastle,0,0,12,3,4,12,0,0,Blackburn,1,0,6,2,4,12,2,0,H Webb,A,D,0
2006-01-21,Tottenham,0,0,21,13,9,10,0,0,Aston Villa,0,0,4,1,2,15,2,1,G Poll,D,D,1
2006-01-21,West Brom,0,0,10,5,6,13,0,0,Sunderland,1,0,7,2,2,16,3,0,P Dowd,A,D,0
2006-01-22,Chelsea,1,1,12,7,6,10,2,1,Charlton,1,0,9,5,0,13,1,0,S Bennett,D,H,1
