Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,ResultNum
2006-09-09,Portsmouth,1,0,9,7,6,14,0,0,Wigan,0,0,11,5,9,5,1,0,P Walton,H,D,2
2006-09-09,Man United,1,1,10,5,5,12,2,0,Tottenham,0,0,9,4,4,17,2,0,M Riley,H,H,2
2006-09-09,Chelsea,2,1,19,6,6,12,2,0,Charlton,1,0,3,2,3,7,1,0,A Wiley,H,H,2
2006-09-09,Bolton,1,0,7,2,6,13,3,0,Watford,0,0,15,6,6,15,1,0,M Clattenburg,H,D,2
2006-09-09,Arsenal,1,0,20,12,15,5,1,0,Middlesbrough,1,1,1,1,0,17,6,1,R Styles,D,A,1
2006-09-09,Everton,3,2,8,6,2,22,1,0,Liverpool,0,0,21,5,11,13,3,0,G Poll,H,H,2
2006-09-10,West Ham,1,0,7,1,3,15,2,0,Aston Villa,1,1,10,6,5,9,2,0,S Bennett,D,A,1
2006-09-11,Reading,1,1,12,7,6,6,0,0,Man City,0,0,15,8,4,16,4,1,H Webb,H,H,2
2006-09-16,Sheffield United,1,0,14,7,8,12,2,0,Reading,2,2,8,2,7,6,1,0,A Marriner,A,A,0
2006-09-16,Bolton,0,0,13,3,9,7,0,0,Middlesbrough,0,0,14,7,4,19,1,0,S Bennett,D,D,1
2006-09-16,Charlton,0,0,18,5,9,6,0,0,Portsmouth,1,0,12,5,4,10,2,0,P Dowd,A,D,0
2006-09-16,Everton,2,0,14,9,4,14,1,0,Wigan,2,0,10,7,2,23,5,0,A Wiley,D,D,1
2006-09-16,Watford,0,0,12,5,7,12,1,0,Aston Villa,0,0,9,4,1,10,0,0,M Dean,D,D,1
2006-09-17,West Ham,0,0,10,7,5,11,3,0,Newcastle,2,0,16,9,6,11,3,0,R Styles,A,D,0
2006-09-17,Tottenham,0,0,18,8,12,11,2,0,Fulham,0,0,8,3,2,20,2,0,M Clattenburg,D,D,1
2006-09-17,Man United,0,0,17,9,10,11,2,0,Arsenal,1,0,14,7,5,11,2,0,G Poll,A,D,0
2006-09-17,Chelsea,1,1,4,3,1,13,3,1,Liverpool,0,0,9,6,3,17,2,0,M Riley,H,H,2
2006-09-17,Blackburn,4,2,11,5,4,11,2,0,Man City,2,2,15,8,3,11,3,0,M Atkinson,H,D,2
2006-09-20,Liverpool,2,1,22,11,8,12,1,0,Newcastle,0,0,11,6,6,13,1,0,M Halsey,H,H,2
2006-09-23,Reading,1,0,3,1,2,6,0,0,Man United,1,0,18,8,6,10,0,0,P Walton,D,D,1
2006-09-23,Middlesbrough,0,0,13,7,6,14,1,0,Blackburn,1,1,13,7,7,17,3,0,G Poll,A,A,0
2006-09-23,Man City,2,0,17,8,4,12,0,0,West Ham,0,0,4,0,6,15,0,0,C Foy,H,D,2
2006-09-23,Wigan,1,1,8,4,4,15,2,0,Watford,1,0,10,4,3,15,2,0,R Styles,D,H,1
2006-09-23,Fulham,0,0,7,4,5,19,2,0,Chelsea,2,0,13,5,7,9,1,0,M Halsey,A,D,0
2006-09-23,Aston Villa,2,1,12,5,4,10,0,0,Charlton,0,0,8,3,4,14,1,0,M Riley,H,H,2
2006-09-23,Arsenal,3,0,14,11,7,11,2,0,Sheffield United,0,0,5,4,2,8,1,0,A Wiley,H,D,2
2006-09-23,Liverpool,3,0,14,6,6,12,1,0,Tottenham,0,0,5,1,0,9,0,0,H Webb,H,D,2
2006-09-24,Newcastle,1,1,21,13,9,12,2,1,Everton,1,1,12,5,6,18,4,1,S Bennett,D,D,1
2006-09-25,Portsmouth,0,0,13,5,11,8,2,0,Bolton,1,1,4,3,2,13,2,0,U Rennie,A,A,0
2006-09-30,Bolton,2,1,4,3,1,15,2,0,Liverpool,0,0,13,6,10,12,1,0,P Dowd,H,H,2
2006-09-30,Charlton,1,1,10,6,4,19,4,0,Arsenal,2,1,21,12,7,8,4,0,M Clattenburg,A,D,0
2006-09-30,Chelsea,1,1,18,10,7,13,0,0,Aston Villa,1,1,9,5,5,14,2,0,G Poll,D,D,1
2006-09-30,Everton,1,1,14,10,8,14,2,0,Man City,1,0,11,5,4,17,2,0,A Marriner,D,H,1
2006-09-30,Sheffield United,2,1,13,7,10,8,1,0,Middlesbrough,1,0,7,2,4,12,3,0,P Walton,H,H,2
2006-10-01,Tottenham,2,2,8,6,6,8,0,0,Portsmouth,1,1,9,6,10,10,0,0,C Foy,H,H,2
2006-10-01,Blackburn,2,1,12,8,5,16,3,0,Wigan,1,1,11,6,4,17,4,0,H Webb,H,D,2
2006-10-01,Man United,2,1,24,11,8,5,1,0,Newcastle,0,0,3,3,3,13,3,0,M Dean,H,H,2
2006-10-01,West Ham,0,0,13,8,10,8,4,0,Reading,1,1,2,1,5,7,2,0,U Rennie,A,A,0
2006-10-02,Watford,3,1,9,4,3,24,1,0,Fulham,3,0,9,3,2,12,3,0,M Riley,D,H,1
2006-10-14,Arsenal,3,2,15,7,8,6,0,0,Watford,0,0,9,3,4,14,1,0,H Webb,H,H,2
2006-10-14,Aston Villa,1,0,12,6,2,13,0,0,Tottenham,1,0,10,5,2,11,1,1,M Atkinson,D,D,1
2006-10-14,Liverpool,1,0,18,9,8,6,1,0,Blackburn,1,1,5,3,1,15,3,0,M Clattenburg,D,A,1
2006-10-14,Man City,0,0,14,6,3,14,0,0,Sheffield United,0,0,7,3,4,12,1,0,M Dean,D,D,1
2006-10-14,Middlesbrough,2,1,9,6,10,12,1,0,Everton,1,0,12,8,13,9,0,0,M Halsey,H,H,2
2006-10-14,Portsmouth,2,1,18,6,4,20,4,0,West Ham,0,0,6,3,4,11,4,0,G Poll,H,H,2
2006-10-14,Reading,0,0,5,0,8,16,3,1,Chelsea,1,1,7,4,5,7,2,1,M Riley,A,A,0
2006-10-14,Wigan,1,1,6,2,2,7,0,0,Man United,3,0,12,5,5,8,2,0,S Bennett,A,H,0
2006-10-15,Newcastle,1,1,10,3,3,21,3,0,Bolton,2,0,7,5,3,15,3,0,A Wiley,A,H,0
2006-10-16,Fulham,2,0,11,6,3,9,1,0,Charlton,1,0,10,3,6,12,3,0,R Styles,H,D,2
2006-10-21,Wigan,4,2,12,5,3,14,1,0,Man City,0,0,9,4,5,13,1,0,P Dowd,H,H,2
2006-10-21,Everton,2,2,13,5,4,13,0,0,Sheffield United,0,0,10,4,3,11,1,1,D Gallagher,H,H,2
2006-10-21,Charlton,0,0,16,8,9,13,2,0,Watford,0,0,8,3,9,17,0,0,L Mason,D,D,1
2006-10-21,Aston Villa,1,1,3,1,4,12,0,0,Fulham,1,1,5,2,1,13,2,0,C Foy,D,D,1
2006-10-21,Chelsea,2,0,26,18,9,6,3,0,Portsmouth,1,0,10,1,5,12,2,0,M Clattenburg,H,D,2
2006-10-22,Blackburn,0,0,24,11,7,12,2,0,Bolton,1,0,8,7,8,16,2,1,M Dean,A,D,0
2006-10-22,Man United,2,1,10,8,5,14,1,0,Liverpool,0,0,13,5,5,21,3,0,G Poll,H,H,2
2006-10-22,Middlesbrough,1,0,19,8,8,17,2,0,Newcastle,0,0,13,4,4,13,0,0,M Atkinson,H,D,2
2006-10-22,Reading,0,0,3,1,10,6,0,0,Arsenal,4,2,16,9,2,6,0,0,A Wiley,A,A,0
2006-10-22,Tottenham,1,1,13,5,9,14,3,0,West Ham,0,0,5,2,9,15,4,0,S Bennett,H,H,2
2006-10-28,Portsmouth,3,1,18,12,5,18,0,0,Reading,1,0,8,4,13,6,0,0,P Dowd,H,H,2
2006-10-28,Sheffield United,0,0,6,2,8,15,2,0,Chelsea,2,1,10,7,7,12,0,0,M Atkinson,A,A,0
2006-10-28,Newcastle,0,0,20,10,10,12,1,0,Charlton,0,0,8,4,3,9,1,0,M Dean,D,D,1
2006-10-28,Watford,0,0,9,2,7,14,3,0,Tottenham,0,0,11,8,7,14,1,0,U Rennie,D,D,1
2006-10-28,Fulham,0,0,4,1,5,11,1,0,Wigan,1,0,15,7,4,12,2,0,G Poll,A,D,0
2006-10-28,Bolton,0,0,8,3,7,18,2,0,Man United,4,2,15,10,2,11,2,0,R Styles,A,A,0
2006-10-28,Arsenal,1,0,26,12,16,6,2,0,Everton,1,1,2,2,3,21,3,0,M Riley,D,A,1
2006-10-28,Liverpool,3,3,19,6,8,11,0,0,Aston Villa,1,0,7,5,4,17,1,0,S Bennett,H,H,2
2006-10-29,West Ham,2,1,9,5,5,16,1,0,Blackburn,1,0,13,7,8,10,1,0,A Wiley,H,H,2
2006-10-30,Man City,1,1,14,5,9,16,2,0,Middlesbrough,0,0,4,0,1,22,4,0,H Webb,H,H,2
2006-11-04,Watford,2,1,14,6,10,15,1,0,Middlesbrough,0,0,5,2,4,15,1,0,D Gallagher,H,H,2
2006-11-04,Newcastle,0,0,11,3,7,16,3,0,Sheffield United,1,0,12,6,0,12,2,0,S Bennett,A,D,0
2006-11-04,Man United,3,2,18,11,9,6,0,0,Portsmouth,0,0,8,5,5,9,1,0,M Dean,H,H,2
2006-11-04,Liverpool,2,1,21,10,9,8,0,0,Reading,0,0,5,2,6,14,2,0,U Rennie,H,H,2
2006-11-04,Fulham,1,0,5,3,4,8,0,0,Everton,0,0,5,3,10,17,1,0,M Atkinson,H,D,2
2006-11-04,Charlton,1,1,18,11,5,10,1,0,Man City,0,0,15,9,12,9,2,0,C Foy,H,H,2
2006-11-04,Bolton,0,0,13,5,5,15,1,0,Wigan,1,0,9,3,3,14,2,0,M Clattenburg,A,D,0
2006-11-05,Aston Villa,2,1,8,5,4,15,1,0,Blackburn,0,0,5,3,3,13,3,0,H Webb,H,H,2
2006-11-05,Tottenham,2,1,8,3,7,15,3,0,Chelsea,1,1,17,10,10,15,5,1,G Poll,H,D,2
2006-11-05,West Ham,1,0,11,5,8,11,3,0,Arsenal,0,0,11,5,3,8,2,0,R Styles,H,D,2
2006-11-11,Sheffield United,2,0,8,4,4,5,1,0,Bolton,2,1,6,4,5,6,1,0,A Wiley,D,A,1
2006-11-11,Portsmouth,1,0,23,12,19,11,0,0,Fulham,1,0,7,4,5,7,3,0,S Bennett,D,D,1
2006-11-11,Middlesbrough,1,0,11,8,7,7,1,0,West Ham,0,0,11,7,1,10,3,0,M Halsey,H,D,2
2006-11-11,Wigan,3,2,8,5,2,18,2,0,Charlton,2,0,7,4,3,11,0,0,D Gallagher,H,H,2
2006-11-11,Everton,0,0,10,4,6,16,2,0,Aston Villa,1,1,17,9,2,19,3,0,P Dowd,A,A,0
2006-11-11,Chelsea,4,2,14,8,9,13,1,0,Watford,0,0,2,1,4,14,1,0,H Webb,H,H,2
2006-11-11,Blackburn,0,0,9,4,6,17,4,0,Man United,1,0,14,7,4,8,3,0,M Riley,A,D,0
2006-11-11,Man City,0,0,15,8,6,18,1,0,Newcastle,0,0,8,3,5,11,3,0,G Poll,D,D,1
2006-11-12,Arsenal,3,1,7,7,2,7,2,0,Liverpool,0,0,10,4,6,12,3,0,M Clattenburg,H,H,2
2006-11-12,Reading,3,2,8,4,7,14,1,0,Tottenham,1,1,9,3,2,7,1,0,R Styles,H,H,2
2006-11-18,Reading,2,1,11,4,4,6,0,0,Charlton,0,0,4,2,9,11,3,0,G Poll,H,H,2
2006-11-18,Portsmouth,2,1,17,11,9,14,1,0,Watford,1,1,8,4,5,18,3,0,C Foy,H,D,2
2006-11-18,Middlesbrough,0,0,1,1,2,14,0,0,Liverpool,0,0,17,10,12,3,0,0,L Mason,D,D,1
2006-11-18,Sheffield United,1,1,5,3,0,19,1,0,Man United,2,1,22,15,14,10,1,0,M Clattenburg,A,D,0
2006-11-18,Everton,1,0,9,2,5,18,3,0,Bolton,0,0,13,2,8,14,0,0,U Rennie,H,D,2
2006-11-18,Chelsea,1,1,19,9,5,10,1,0,West Ham,0,0,7,1,6,8,4,0,M Dean,H,H,2
2006-11-18,Arsenal,1,0,23,10,11,10,2,0,Newcastle,1,1,2,1,1,9,5,0,M Atkinson,D,A,1
2006-11-18,Man City,3,3,15,7,5,22,1,0,Fulham,1,0,7,2,0,12,1,0,A Wiley,H,H,2
2006-11-19,Blackburn,1,1,6,3,4,17,0,1,Tottenham,1,0,13,5,5,16,1,1,P Dowd,D,H,1
2006-11-19,Wigan,0,0,14,5,6,6,1,0,Aston Villa,0,0,7,3,6,11,0,0,S Bennett,D,D,1
2006-11-25,West Ham,1,1,12,7,5,16,2,0,Sheffield United,0,0,13,5,9,22,4,0,M Riley,H,H,2
2006-11-25,Liverpool,1,0,12,6,8,9,2,0,Man City,0,0,6,2,2,20,1,0,R Styles,H,D,2
2006-11-25,Fulham,0,0,10,4,4,6,0,1,Reading,1,1,8,2,3,14,3,0,D Gallagher,A,A,0
2006-11-25,Charlton,1,0,16,8,6,16,2,0,Everton,1,0,9,6,7,13,0,0,A Wiley,D,D,1
2006-11-25,Aston Villa,1,1,11,4,9,18,1,0,Middlesbrough,1,1,9,4,4,11,3,0,P Walton,D,D,1
2006-11-25,Bolton,3,2,10,8,7,11,3,0,Arsenal,1,1,14,7,11,8,4,0,M Dean,H,H,2
2006-11-26,Man United,1,1,8,5,3,16,1,0,Chelsea,1,0,13,7,2,12,3,0,H Webb,D,H,1
2006-11-26,Newcastle,1,0,13,10,10,13,2,0,Portsmouth,0,0,7,2,3,12,2,0,M Halsey,H,D,2
2006-11-26,Tottenham,3,2,11,6,3,12,2,0,Wigan,1,1,10,5,2,17,4,0,M Clattenburg,H,H,2
2006-11-28,Watford,0,0,9,6,6,20,3,1,Sheffield United,1,0,17,7,1,10,1,0,M Atkinson,A,D,0
2006-11-29,Man United,3,1,18,6,3,15,1,0,Everton,0,0,7,4,2,15,1,0,M Halsey,H,H,2
2006-11-29,Fulham,2,2,13,7,6,17,4,0,Arsenal,1,1,7,2,6,15,5,1,H Webb,H,H,2
2006-11-29,Liverpool,0,0,15,4,5,13,1,0,Portsmouth,0,0,3,1,1,13,3,0,A Wiley,D,D,1
2006-11-29,Aston Villa,1,0,6,4,1,15,1,0,Man City,3,2,11,8,5,11,0,0,M Dean,A,A,0
2006-11-29,Bolton,0,0,9,3,3,13,3,0,Chelsea,1,1,16,10,5,13,1,0,S Bennett,A,A,0
2006-12-02,Arsenal,3,2,6,5,3,15,1,0,Tottenham,0,0,7,4,2,15,2,0,G Poll,H,H,2
2006-12-02,Blackburn,2,2,10,6,3,19,2,0,Fulham,0,0,4,2,3,13,2,0,S Bennett,H,H,2
2006-12-02,Middlesbrough,1,0,13,5,6,12,2,0,Man United,2,1,11,7,9,16,3,0,C Foy,A,A,0
2006-12-02,Portsmouth,2,0,18,6,6,14,2,1,Aston Villa,2,1,8,4,7,19,4,0,U Rennie,D,A,1
2006-12-02,Reading,1,1,10,3,5,11,0,0,Bolton,0,0,12,7,4,15,3,0,A Wiley,H,H,2
2006-12-02,Sheffield United,2,0,26,10,12,11,1,0,Charlton,1,1,8,4,3,14,1,0,P Dowd,H,A,2
2006-12-02,Wigan,0,0,15,6,8,9,2,0,Liverpool,4,4,9,6,2,14,2,0,M Riley,A,A,0
2006-12-03,Everton,2,0,8,5,3,16,2,0,West Ham,0,0,16,11,14,9,2,0,M Atkinson,H,D,2
2006-12-04,Man City,0,0,14,12,9,12,1,0,Watford,0,0,6,4,8,16,3,0,M Clattenburg,D,D,1
2006-12-05,Tottenham,2,0,22,11,7,10,0,1,Middlesbrough,1,0,6,3,5,16,3,1,M Halsey,H,D,2
2006-12-05,Charlton,1,0,13,10,5,10,1,0,Blackburn,0,0,5,3,4,12,2,0,C Foy,H,D,2
2006-12-06,West Ham,0,0,13,6,7,12,0,0,Wigan,2,0,9,4,9,16,3,0,A Wiley,A,D,0
2006-12-06,Newcastle,3,1,14,8,1,11,1,0,Reading,2,2,14,5,8,13,1,0,R Styles,H,A,2
2006-12-09,Blackburn,1,0,13,7,7,10,1,1,Newcastle,3,2,16,8,4,5,2,0,D Gallagher,A,A,0
2006-12-09,Bolton,4,1,17,10,4,11,2,0,West Ham,0,0,3,1,3,11,2,0,H Webb,H,H,2
2006-12-09,Liverpool,4,0,32,19,14,7,1,0,Fulham,0,0,5,3,1,8,1,0,U Rennie,H,D,2
2006-12-09,Man United,3,2,20,11,7,15,1,0,Man City,1,0,15,7,4,19,3,1,G Poll,H,H,2
2006-12-09,Middlesbrough,1,0,13,7,7,10,2,0,Wigan,1,1,8,3,4,7,1,0,S Bennett,D,A,1
2006-12-09,Portsmouth,2,2,13,8,6,20,2,0,Everton,0,0,12,5,4,11,4,0,M Clattenburg,H,H,2
2006-12-09,Tottenham,5,2,13,9,5,7,2,0,Charlton,1,1,12,3,9,11,4,0,M Dean,H,H,2
2006-12-09,Watford,0,0,8,5,2,14,0,0,Reading,0,0,6,1,5,12,1,0,C Foy,D,D,1
2006-12-10,Chelsea,1,0,20,7,4,16,2,0,Arsenal,1,0,11,4,5,16,2,0,A Wiley,D,D,1
2006-12-11,Sheffield United,2,0,16,10,10,11,2,0,Aston Villa,2,1,7,5,4,16,1,0,M Halsey,D,A,1
2006-12-13,Wigan,0,0,15,7,4,10,1,0,Arsenal,1,0,9,3,7,7,0,0,R Styles,A,D,0
2006-12-13,Chelsea,1,0,15,8,7,16,2,0,Newcastle,0,0,6,1,2,13,2,0,P Dowd,H,D,2
2006-12-16,Arsenal,2,0,14,8,7,13,0,0,Portsmouth,2,1,7,5,4,13,2,0,S Bennett,D,A,1
2006-12-16,Aston Villa,0,0,15,9,8,16,0,0,Bolton,1,0,7,3,2,19,4,0,M Clattenburg,A,D,0
2006-12-16,Charlton,0,0,7,2,2,9,1,0,Liverpool,3,1,22,10,8,5,1,0,H Webb,A,A,0
2006-12-16,Newcastle,2,0,11,6,4,7,0,0,Watford,1,0,11,8,8,18,0,0,M Atkinson,H,D,2
2006-12-16,Reading,1,1,10,5,9,17,1,0,Blackburn,2,0,10,7,3,8,2,0,G Poll,A,H,0
2006-12-16,Wigan,0,0,14,6,6,10,0,0,Sheffield United,1,1,11,7,2,12,2,0,P Walton,A,A,0
2006-12-17,Everton,2,1,3,1,5,17,1,0,Chelsea,3,0,18,9,6,8,1,0,M Halsey,A,H,0
2006-12-17,Man City,1,0,10,4,6,13,1,0,Tottenham,2,2,11,7,3,11,0,0,R Styles,A,A,0
2006-12-17,West Ham,1,0,10,4,1,25,3,0,Man United,0,0,19,11,11,10,2,0,P Dowd,H,D,2
2006-12-18,Fulham,2,2,11,6,5,19,0,0,Middlesbrough,1,0,16,10,6,16,0,0,M Dean,H,H,2
2006-12-23,Wigan,2,1,14,6,3,10,3,0,Chelsea,3,2,8,5,6,10,4,0,M Dean,A,A,0
2006-12-23,Reading,0,0,11,7,12,10,0,0,Everton,2,1,10,7,4,6,0,0,S Tanner,A,A,0
2006-12-23,Portsmouth,3,0,13,6,6,14,0,0,Sheffield United,1,1,11,6,3,6,2,0,G Poll,H,A,2
2006-12-23,Newcastle,3,3,12,9,5,12,1,0,Tottenham,1,1,17,6,5,18,1,0,A Wiley,H,H,2
2006-12-23,Middlesbrough,2,1,16,9,11,1,0,0,Charlton,0,0,8,6,4,9,1,0,R Styles,H,H,2
2006-12-23,Aston Villa,0,0,11,3,6,12,2,0,Man United,3,0,14,10,8,11,2,0,S Bennett,A,D,0
2006-12-23,Liverpool,2,0,15,10,7,10,0,0,Watford,0,0,7,4,6,17,0,0,P Dowd,H,D,2
2006-12-23,Fulham,0,0,11,7,2,17,1,0,West Ham,0,0,13,4,7,17,2,1,C Foy,D,D,1
2006-12-23,Arsenal,6,3,18,12,7,14,3,0,Blackburn,2,1,11,7,6,14,3,0,H Webb,H,H,2
2006-12-23,Man City,0,0,5,3,8,23,1,1,Bolton,2,2,9,3,2,16,3,0,M Riley,A,A,0
2006-12-26,Tottenham,2,0,12,10,4,12,1,0,Aston Villa,1,0,9,7,4,14,2,0,U Rennie,H,D,2
2006-12-26,West Ham,1,0,14,7,6,12,2,0,Portsmouth,2,2,12,6,4,13,1,0,M Atkinson,A,A,0
2006-12-26,Watford,1,1,6,3,7,11,2,0,Arsenal,2,1,16,8,5,6,0,0,M Dean,A,D,0
2006-12-26,Sheffield United,0,0,19,13,8,7,2,0,Man City,1,0,11,8,5,9,1,0,M Clattenburg,A,D,0
2006-12-26,Blackburn,1,0,8,4,3,13,3,0,Liverpool,0,0,18,12,5,6,2,0,R Styles,H,D,2
2006-12-26,Everton,0,0,10,4,12,12,2,0,Middlesbrough,0,0,7,2,2,17,1,0,P Dowd,D,D,1
2006-12-26,Chelsea,2,1,16,5,6,14,1,0,Reading,2,0,6,1,7,9,1,0,A Wiley,D,H,1
2006-12-26,Bolton,2,1,10,7,5,15,3,0,Newcastle,1,1,10,5,2,14,3,0,H Webb,H,D,2
2006-12-26,Man United,3,0,17,8,8,12,0,0,Wigan,1,0,6,3,1,14,0,0,M Riley,H,D,2
2006-12-27,Charlton,2,2,12,7,4,14,0,0,Fulham,2,1,15,9,9,15,0,0,G Poll,D,H,1
2006-12-30,West Ham,0,0,12,6,6,12,1,0,Man City,1,0,7,5,2,15,2,0,S Bennett,A,D,0
2006-12-30,Tottenham,0,0,9,3,2,5,0,0,Liverpool,1,1,10,5,3,21,0,0,M Halsey,A,A,0
2006-12-30,Sheffield United,1,1,11,5,5,11,2,0,Arsenal,0,0,9,4,9,5,3,0,L Mason,H,H,2
2006-12-30,Everton,3,1,16,9,7,7,2,0,Newcastle,0,0,7,3,12,11,3,0,D Gallagher,H,H,2
2006-12-30,Man United,3,1,28,12,13,9,1,0,Reading,2,1,7,3,4,11,2,1,M Dean,H,D,2
2006-12-30,Charlton,2,0,14,8,7,10,2,0,Aston Villa,1,1,6,2,4,10,1,1,R Styles,H,A,2
2006-12-30,Bolton,3,2,12,7,8,11,0,0,Portsmouth,2,1,14,7,7,13,1,0,P Walton,H,H,2
2006-12-30,Blackburn,2,1,14,7,6,16,1,0,Middlesbrough,1,0,8,5,3,21,3,0,M Atkinson,H,H,2
2006-12-30,Chelsea,2,1,15,4,5,14,1,0,Fulham,2,1,11,6,5,11,1,0,H Webb,D,D,1
2007-01-01,Reading,6,4,18,9,3,6,1,0,West Ham,0,0,9,3,3,13,0,0,L Mason,H,H,2
2007-01-01,Fulham,0,0,16,4,6,6,1,0,Watford,0,0,13,5,7,17,2,1,S Bennett,D,D,1
2007-01-01,Liverpool,3,0,19,9,8,18,0,0,Bolton,0,0,1,0,8,12,3,0,G Poll,H,D,2
2007-01-01,Man City,2,0,11,7,4,13,2,0,Everton,1,0,15,5,6,13,3,0,U Rennie,H,D,2
2007-01-01,Middlesbrough,3,1,13,7,7,10,2,0,Sheffield United,1,1,6,3,3,11,1,0,C Foy,H,D,2
2007-01-01,Newcastle,2,1,8,8,1,11,1,0,Man United,2,1,20,8,10,10,2,0,R Styles,D,D,1
2007-01-01,Portsmouth,1,1,15,9,10,12,1,0,Tottenham,1,0,9,7,6,12,4,0,A Marriner,D,H,1
2007-01-01,Wigan,0,0,14,5,5,10,0,0,Blackburn,3,1,8,5,5,16,5,0,M Clattenburg,A,A,0
2007-01-02,Aston Villa,0,0,4,2,5,7,1,0,Chelsea,0,0,22,12,8,13,3,0,P Dowd,D,D,1
2007-01-02,Arsenal,4,2,16,10,8,13,0,0,Charlton,0,0,4,2,2,9,1,1,M Riley,H,H,2
2007-01-13,Blackburn,0,0,13,7,8,15,4,0,Arsenal,2,1,6,4,2,5,0,1,C Foy,A,A,0
2007-01-13,Bolton,0,0,8,4,5,14,2,0,Man City,0,0,7,0,2,13,2,0,A Marriner,D,D,1
2007-01-13,Charlton,1,1,16,9,5,12,3,0,Middlesbrough,3,1,12,9,3,15,1,0,M Dean,A,D,0
2007-01-13,Chelsea,4,1,12,6,7,15,1,0,Wigan,0,0,2,1,3,17,3,0,M Atkinson,H,H,2
2007-01-13,Man United,3,3,27,17,8,8,1,0,Aston Villa,1,0,7,5,4,15,1,0,H Webb,H,H,2
